customer_id,region,plan_type,contract_type,payment_method,tenure_months,monthly_charges_inr,avg_login_days_per_month,support_tickets_last_90_days,payment_delay_days,data_usage_gb,satisfaction_score,last_complaint_days_ago,discount_percent,autopay_enabled,referral_count,churn
CUST0256,Central,Enterprise,Month-to-month,Wallet,40,2036.5,20,3,0,197.32,4.0,0,5,1,1,0
CUST0257,Central,Premium,Month-to-month,UPI,14,1231.49,12,4,9,167.37,6.6,0,5,1,0,0
CUST0258,Central,Standard,One-year,Net Banking,29,738.43,22,1,2,66.28,8.7,0,5,1,0,0
CUST0259,East,Basic,One-year,Net Banking,1,381.05,19,1,6,0.5,6.4,3,10,0,0,0
CUST0260,East,Standard,Month-to-month,Credit Card,10,552.06,26,1,1,58.51,6.4,24,15,0,0,0
CUST0261,West,Basic,Two-year,Debit Card,38,423.69,14,0,5,74.56,9.5,17,0,1,0,0
CUST0262,East,Basic,Month-to-month,UPI,32,452.41,13,2,2,62.81,7.7,94,10,0,0,0
CUST0263,West,Basic,Month-to-month,Wallet,25,419.37,23,0,6,52.39,8.8,16,0,1,1,0
CUST0264,South,Premium,Two-year,Debit Card,37,1158.51,25,4,5,172.21,7.3,0,0,1,1,0
CUST0265,North,Standard,Month-to-month,UPI,26,616.14,17,2,0,27.13,6.7,0,10,1,1,0
CUST0266,East,Basic,Month-to-month,UPI,9,408.07,17,0,8,46.93,9.8,38,10,1,0,0
CUST0267,North,Standard,Month-to-month,UPI,25,632.08,18,0,5,99.3,8.0,65,10,0,5,0
CUST0268,West,Standard,Month-to-month,UPI,32,603.57,17,2,3,81.15,5.6,0,0,1,2,0
CUST0269,West,Standard,Month-to-month,Wallet,20,625.78,17,0,4,86.92,5.9,0,15,0,1,0
CUST0270,West,Standard,Month-to-month,UPI,24,745.47,19,2,1,58.96,6.6,0,5,1,0,0
CUST0271,Central,Enterprise,One-year,Credit Card,22,1755.01,28,2,4,218.45,5.7,0,15,0,1,0
CUST0272,Central,Basic,One-year,Net Banking,55,432.65,18,2,0,54.04,9.9,94,10,0,0,0
CUST0273,South,Basic,Two-year,Debit Card,22,351.97,11,0,0,47.13,9.2,14,10,1,2,0
CUST0274,Central,Basic,Month-to-month,Wallet,61,398.07,20,4,4,6.36,4.1,46,10,1,1,0
CUST0275,West,Premium,Month-to-month,UPI,18,1078.48,15,4,10,160.75,4.8,28,15,0,1,0
CUST0276,West,Premium,One-year,Wallet,20,1033.8,23,3,0,105.51,6.5,11,5,1,1,0
CUST0277,Central,Premium,One-year,UPI,16,1122.44,21,3,3,142.77,4.2,0,10,0,0,0
CUST0278,South,Standard,One-year,Credit Card,30,637.91,19,3,6,62.97,5.2,30,0,1,1,0
CUST0279,South,Basic,Month-to-month,Net Banking,13,377.92,25,0,11,10.35,8.5,96,10,1,0,0
CUST0280,South,Premium,Two-year,UPI,69,1045.67,17,1,8,152.47,7.7,42,15,0,2,0
CUST0281,South,Standard,Month-to-month,Debit Card,14,665.19,12,0,3,118.23,7.2,13,10,1,0,0
CUST0282,Central,Standard,One-year,Debit Card,27,800.36,20,4,12,114.61,8.9,0,10,0,2,0
CUST0283,East,Standard,Month-to-month,Debit Card,24,647.49,11,1,2,83.31,6.5,7,20,0,0,0
CUST0284,East,Basic,Month-to-month,Debit Card,21,372.16,4,1,2,36.53,9.0,110,0,1,2,0
CUST0285,South,Premium,Month-to-month,Debit Card,25,922.71,18,0,0,150.52,5.6,24,5,0,3,0
CUST0286,West,Basic,Two-year,Debit Card,38,298.18,10,1,0,89.25,5.6,0,0,0,2,0
CUST0287,North,Enterprise,One-year,Credit Card,12,1373.28,25,3,1,236.0,8.5,254,15,1,1,0
CUST0288,South,Basic,Two-year,Credit Card,16,427.52,17,1,1,43.47,6.6,42,0,0,3,0
CUST0289,North,Standard,One-year,Credit Card,13,734.6,7,2,4,107.6,4.9,0,15,1,4,0
CUST0290,West,Standard,Two-year,Net Banking,46,600.97,9,2,2,53.72,9.4,2,20,0,1,0
CUST0291,Central,Basic,One-year,UPI,43,369.12,20,3,2,18.07,6.0,14,0,1,1,0
CUST0292,West,Enterprise,Two-year,Credit Card,5,1692.42,22,3,3,201.0,3.6,25,0,1,1,1
CUST0293,East,Premium,One-year,Credit Card,38,1123.37,19,3,1,162.8,5.7,5,0,0,1,0
CUST0294,West,Basic,Two-year,Debit Card,60,340.45,8,0,2,47.35,9.2,88,20,1,1,0
CUST0295,East,Enterprise,Two-year,Net Banking,70,1397.37,24,4,1,214.97,6.0,0,0,1,0,0
CUST0296,North,Premium,One-year,Credit Card,22,1250.74,24,3,15,110.23,7.0,4,20,0,2,0
CUST0297,West,Standard,Month-to-month,Wallet,21,733.97,24,1,2,102.37,6.7,51,10,1,1,0
CUST0298,West,Standard,Month-to-month,Credit Card,7,645.92,19,4,12,81.89,3.6,0,5,1,0,1
CUST0299,East,Standard,Month-to-month,Debit Card,19,660.92,20,4,4,85.32,6.2,2,5,1,1,0
CUST0300,North,Basic,Month-to-month,Credit Card,11,400.39,17,1,1,52.81,9.0,86,20,0,3,0
CUST0301,North,Standard,Month-to-month,Debit Card,39,772.17,21,0,0,70.81,7.8,104,20,1,0,0
CUST0302,West,Standard,Month-to-month,Credit Card,27,670.97,22,2,7,58.74,7.7,0,0,1,2,0
CUST0303,Central,Standard,One-year,Net Banking,36,672.57,17,1,13,56.8,8.4,12,20,1,2,0
CUST0304,Central,Standard,One-year,UPI,16,812.42,19,2,1,73.4,3.2,106,10,1,1,0
CUST0305,Central,Premium,Month-to-month,Wallet,20,1084.98,13,2,6,173.65,5.1,23,0,1,0,0
CUST0306,South,Basic,Month-to-month,UPI,24,478.06,19,1,0,41.95,5.5,0,20,1,3,0
CUST0307,South,Standard,One-year,Net Banking,27,713.1,19,1,3,53.95,6.6,0,15,0,1,0
CUST0308,North,Standard,One-year,Debit Card,21,660.94,15,4,6,30.78,6.1,16,10,0,2,1
CUST0309,East,Basic,Month-to-month,Net Banking,26,399.84,17,1,2,30.93,8.3,17,20,0,1,0
CUST0310,North,Enterprise,Month-to-month,Net Banking,11,1537.97,13,5,0,221.79,3.9,0,5,0,0,0
CUST0311,East,Premium,Two-year,Net Banking,18,1137.06,21,2,7,162.58,7.2,0,10,1,1,0
CUST0312,South,Standard,Month-to-month,Wallet,15,624.27,12,1,4,39.99,6.3,33,20,1,2,0
CUST0313,South,Enterprise,Month-to-month,Credit Card,25,1455.24,15,0,1,165.17,7.2,10,0,1,0,0
CUST0314,Central,Standard,One-year,Net Banking,17,721.59,25,2,0,65.86,7.7,80,10,1,0,0
CUST0315,North,Standard,Month-to-month,UPI,9,606.06,14,3,0,70.06,5.3,41,20,0,1,0
CUST0316,North,Premium,Month-to-month,Credit Card,41,1037.95,28,1,8,126.37,9.4,0,0,1,1,0
CUST0317,North,Standard,Two-year,Credit Card,24,650.54,15,0,1,75.12,7.7,7,10,1,0,0
CUST0318,Central,Premium,One-year,Credit Card,27,1317.08,28,1,9,190.36,6.1,73,5,0,0,0
CUST0319,South,Standard,One-year,Debit Card,38,719.38,17,1,10,38.25,4.4,174,5,1,0,0
CUST0320,North,Standard,Month-to-month,Debit Card,20,757.12,21,1,7,109.84,6.5,150,15,1,1,0
CUST0321,Central,Premium,One-year,Net Banking,28,1082.59,18,4,0,137.43,8.4,0,10,0,1,0
CUST0322,East,Standard,Month-to-month,Wallet,21,624.84,6,3,2,73.43,5.4,0,20,0,0,0
CUST0323,South,Standard,One-year,Net Banking,29,738.75,15,5,4,71.26,4.3,68,0,0,1,0
CUST0324,West,Premium,Two-year,Wallet,21,1169.9,23,2,4,184.6,7.9,2,10,1,0,0
CUST0325,West,Basic,Month-to-month,UPI,19,418.66,20,4,1,35.82,5.2,21,5,0,1,0
CUST0326,Central,Basic,Month-to-month,Wallet,11,402.69,16,1,4,79.06,9.5,32,0,1,1,0
CUST0327,South,Premium,One-year,Wallet,24,1352.66,17,2,1,78.37,6.9,63,10,0,0,0
CUST0328,South,Basic,Two-year,Credit Card,18,400.4,14,2,14,104.77,6.8,4,20,0,0,0
CUST0329,South,Standard,Month-to-month,Wallet,21,658.04,22,1,5,82.96,6.5,1,10,1,0,0
CUST0330,East,Premium,Month-to-month,Wallet,20,1030.73,20,3,1,123.09,5.5,0,5,0,4,0
CUST0331,East,Standard,Month-to-month,Net Banking,39,602.44,4,2,10,79.44,4.9,124,0,0,1,0
CUST0332,North,Standard,Month-to-month,Credit Card,9,757.77,30,0,0,77.39,9.1,50,5,1,0,0
CUST0333,East,Premium,Month-to-month,Credit Card,25,1128.12,15,6,1,149.09,6.6,0,0,0,0,0
CUST0334,East,Standard,One-year,Debit Card,52,661.59,19,1,0,72.75,7.0,75,10,1,0,0
CUST0335,South,Standard,Month-to-month,Debit Card,23,808.98,17,1,3,74.85,8.3,92,0,1,0,0
CUST0336,Central,Premium,Month-to-month,UPI,29,1084.03,22,4,6,126.7,6.2,6,0,1,0,0
CUST0337,West,Premium,Month-to-month,UPI,37,1258.86,18,2,11,113.09,5.0,67,0,1,0,0
CUST0338,West,Premium,Month-to-month,Wallet,65,1066.99,11,1,2,132.99,6.1,113,5,0,0,0
CUST0339,North,Enterprise,Two-year,Net Banking,39,1549.11,30,1,4,202.95,8.0,20,0,1,2,0
CUST0340,East,Basic,One-year,Wallet,30,417.26,17,2,13,32.13,6.8,99,0,1,0,0
CUST0341,North,Standard,Two-year,Credit Card,14,678.05,20,2,14,33.45,6.7,24,0,1,1,0
CUST0342,East,Standard,Month-to-month,Debit Card,19,686.18,26,1,1,75.62,8.5,238,10,0,1,0
CUST0343,East,Standard,Month-to-month,Credit Card,38,722.35,16,1,0,77.55,5.8,46,20,1,0,0
CUST0344,North,Enterprise,One-year,UPI,38,1212.35,19,6,2,216.09,3.6,0,10,0,0,0
CUST0345,North,Basic,Month-to-month,Credit Card,15,389.17,10,1,1,38.59,6.3,181,10,1,1,0
CUST0346,Central,Basic,Two-year,UPI,24,401.18,18,0,1,91.42,7.2,72,0,0,1,0
CUST0347,North,Standard,One-year,Debit Card,69,698.53,24,1,3,83.76,10,249,0,1,2,0
CUST0348,East,Standard,One-year,Credit Card,10,819.38,17,3,6,61.01,5.3,23,0,1,0,0
CUST0349,North,Premium,One-year,Net Banking,31,1240.82,22,1,8,170.79,8.2,20,5,0,0,0
CUST0350,East,Premium,Month-to-month,Wallet,12,1199.16,19,4,1,126.7,5.4,3,10,1,0,0
CUST0351,East,Enterprise,One-year,Wallet,21,1429.69,11,4,3,216.56,4.8,0,0,0,1,0
CUST0352,Central,Basic,One-year,Wallet,17,392.34,22,1,12,75.17,5.0,38,10,1,0,0
CUST0353,West,Standard,One-year,Net Banking,13,837.38,15,1,1,64.25,8.3,0,0,0,1,0
CUST0354,North,Standard,One-year,Net Banking,23,664.67,24,2,4,79.5,7.0,11,15,0,2,0
CUST0355,South,Basic,Month-to-month,Net Banking,37,443.62,21,2,3,55.55,9.2,7,20,0,1,0
CUST0356,East,Basic,Two-year,Net Banking,25,414.53,27,0,1,0.5,8.2,11,5,0,1,0
CUST0357,West,Standard,One-year,Wallet,6,648.42,20,3,4,86.92,8.2,42,0,0,2,0
CUST0358,West,Basic,One-year,Debit Card,26,417.97,6,0,4,32.49,7.8,6,0,0,0,0
CUST0359,Central,Basic,Two-year,Credit Card,40,413.14,12,3,0,34.84,5.4,11,15,0,2,0
CUST0360,South,Basic,Month-to-month,Net Banking,27,439.2,9,2,1,72.0,7.8,89,0,0,2,0
CUST0361,East,Basic,One-year,Debit Card,40,415.87,11,3,1,58.52,7.4,18,0,1,0,0
CUST0362,East,Standard,Month-to-month,Credit Card,8,786.31,17,3,1,24.54,5.4,43,0,1,0,0
CUST0363,West,Standard,One-year,Debit Card,39,721.19,10,0,4,24.24,6.6,30,5,1,2,0
CUST0364,East,Standard,One-year,Debit Card,9,717.72,17,2,5,109.47,5.0,1,15,1,0,0
CUST0365,East,Basic,Two-year,Debit Card,24,369.03,22,1,3,52.22,8.6,42,20,1,2,0
CUST0366,East,Standard,Month-to-month,Net Banking,13,670.23,23,2,0,90.44,7.7,42,10,0,2,0
CUST0367,Central,Basic,Two-year,Credit Card,17,435.22,16,0,3,42.98,8.4,10,0,1,1,0
CUST0368,North,Premium,Month-to-month,Debit Card,29,1022.78,14,2,5,146.89,5.9,18,10,1,1,0
CUST0369,West,Basic,Month-to-month,Credit Card,12,334.24,17,2,4,40.31,6.7,150,10,0,1,0
CUST0370,West,Standard,Month-to-month,Wallet,15,620.52,25,0,0,71.15,6.6,5,15,0,0,0
CUST0371,North,Premium,One-year,Wallet,46,932.67,26,1,0,158.61,9.2,41,0,1,2,0
CUST0372,Central,Standard,One-year,UPI,41,799.65,22,0,6,64.06,7.6,54,20,1,0,0
CUST0373,North,Premium,Two-year,Net Banking,6,1020.18,21,2,1,127.13,7.4,60,0,0,0,0
CUST0374,South,Premium,One-year,Wallet,48,910.92,18,2,0,146.39,8.1,393,10,0,0,0
CUST0375,East,Standard,One-year,Credit Card,36,595.9,19,1,15,101.47,6.1,12,0,1,1,0
CUST0376,East,Enterprise,Month-to-month,Credit Card,19,1563.85,16,3,0,255.51,7.5,22,5,0,1,0
CUST0377,West,Standard,Month-to-month,UPI,39,776.08,25,0,1,45.53,8.4,35,20,1,3,0
CUST0378,North,Basic,One-year,UPI,20,443.89,10,0,0,90.79,6.5,73,5,1,0,0
CUST0379,Central,Basic,Two-year,Credit Card,9,400.07,23,1,0,32.19,6.1,35,0,1,0,0
CUST0380,South,Standard,Month-to-month,Net Banking,53,649.79,14,2,1,99.29,8.3,19,0,1,2,0
CUST0381,West,Basic,One-year,Credit Card,14,259.47,8,3,9,77.87,5.4,54,15,1,1,1
CUST0382,Central,Basic,Month-to-month,UPI,20,333.2,14,4,1,60.67,6.2,12,0,1,1,0
CUST0383,East,Standard,Month-to-month,UPI,18,601.83,15,1,16,121.63,4.9,43,20,1,0,0
CUST0384,West,Standard,One-year,Wallet,9,760.37,22,2,1,107.65,9.2,53,15,0,0,0
CUST0385,Central,Standard,Month-to-month,Debit Card,13,619.31,12,0,4,48.82,7.0,9,15,0,1,0
CUST0386,East,Basic,Month-to-month,Credit Card,24,376.54,22,3,5,29.36,7.9,116,20,0,0,0
CUST0387,South,Standard,One-year,Net Banking,15,748.7,16,1,0,99.23,10,51,10,1,0,0
CUST0388,South,Standard,Two-year,Wallet,34,708.38,8,1,4,132.81,9.0,31,10,0,0,0
CUST0389,North,Premium,One-year,Debit Card,11,1161.43,15,2,3,138.94,7.8,83,10,0,1,0
CUST0390,West,Enterprise,Month-to-month,Net Banking,52,1640.87,30,0,2,260.69,9.2,7,20,1,1,0
CUST0391,North,Standard,Month-to-month,Wallet,8,806.45,22,3,8,48.38,5.0,15,0,0,0,0
CUST0392,Central,Standard,Month-to-month,Net Banking,39,765.83,25,4,7,80.66,1.6,17,20,1,2,0
CUST0393,Central,Standard,One-year,Debit Card,21,523.48,22,2,1,63.73,7.0,0,5,1,0,0
CUST0394,West,Premium,Month-to-month,Credit Card,30,841.92,17,2,1,78.9,9.1,2,0,1,1,0
CUST0395,West,Basic,Two-year,UPI,48,378.92,9,1,7,52.5,7.2,18,5,0,1,0
CUST0396,South,Standard,Two-year,Credit Card,22,587.57,18,2,4,86.03,8.1,0,20,1,0,0
CUST0397,Central,Premium,One-year,Credit Card,31,1180.73,16,2,3,118.38,6.5,138,0,1,2,0
CUST0398,East,Premium,One-year,Wallet,13,1061.15,18,5,0,141.98,4.7,74,15,1,0,0
CUST0399,Central,Premium,Month-to-month,Debit Card,11,989.68,20,2,0,87.88,7.3,0,20,1,1,0
CUST0400,East,Premium,Month-to-month,UPI,72,1249.02,17,1,0,104.64,8.2,14,20,0,0,0
CUST0401,West,Basic,One-year,Credit Card,29,360.75,11,2,0,56.88,5.6,128,10,0,1,0
CUST0402,North,Standard,Month-to-month,UPI,11,557.48,13,2,6,79.75,6.0,15,10,1,0,0
CUST0403,East,Enterprise,Month-to-month,Net Banking,32,1888.25,17,1,17,203.14,6.0,42,15,0,2,0
CUST0404,East,Premium,One-year,Net Banking,40,1049.46,25,2,3,139.15,8.4,41,0,1,0,0
CUST0405,East,Enterprise,One-year,Net Banking,32,1878.85,15,1,2,206.42,10,54,5,1,1,0
CUST0406,East,Standard,One-year,Net Banking,22,802.17,17,3,3,65.15,8.8,1,20,1,2,0
CUST0407,North,Standard,One-year,UPI,26,804.11,14,4,0,96.75,6.6,1,0,1,2,1
CUST0408,East,Enterprise,Month-to-month,Credit Card,26,1615.06,20,3,1,246.32,7.2,75,0,1,0,0
CUST0409,East,Basic,Month-to-month,UPI,63,412.9,17,2,0,41.32,7.2,33,20,1,0,0
CUST0410,West,Standard,Month-to-month,Credit Card,21,746.54,20,1,5,124.56,6.8,28,20,0,0,0
CUST0411,South,Basic,Month-to-month,Wallet,34,337.99,14,0,1,75.7,7.7,68,15,1,0,0
CUST0412,South,Standard,One-year,Net Banking,16,700.83,8,2,2,131.05,6.2,23,10,0,1,0
CUST0413,East,Premium,Month-to-month,Debit Card,23,932.56,14,3,5,161.36,6.5,26,5,0,0,0
CUST0414,North,Premium,Month-to-month,Credit Card,19,886.22,29,2,2,139.58,8.6,246,15,1,1,0
CUST0415,South,Basic,Month-to-month,Credit Card,15,307.73,19,2,8,53.78,5.0,29,10,1,1,0
CUST0416,North,Basic,Two-year,Credit Card,38,380.35,14,3,17,11.47,4.7,1,15,1,0,0
CUST0417,East,Standard,One-year,Credit Card,13,773.61,20,4,0,82.52,6.3,0,20,0,0,0
CUST0418,East,Standard,One-year,UPI,38,893.99,15,3,1,79.33,4.4,0,0,1,0,0
CUST0419,South,Premium,Month-to-month,UPI,37,951.06,25,0,3,114.99,9.1,95,10,0,4,0
CUST0420,East,Standard,Month-to-month,UPI,23,613.03,16,1,0,143.48,8.3,21,5,0,2,0
CUST0421,West,Standard,Month-to-month,Credit Card,14,560.04,17,2,0,78.26,6.6,0,0,0,3,0
CUST0422,West,Basic,Month-to-month,UPI,18,405.6,17,1,7,56.34,6.5,8,15,0,1,0
CUST0423,North,Premium,Month-to-month,Net Banking,39,1045.26,24,3,6,100.58,5.4,30,20,1,1,0
CUST0424,South,Basic,Month-to-month,Wallet,5,366.71,15,3,5,45.4,4.8,32,0,1,0,0
CUST0425,East,Standard,One-year,UPI,46,615.2,12,1,0,33.67,7.8,12,20,1,0,0
CUST0426,North,Basic,Month-to-month,Net Banking,39,407.57,14,2,0,50.35,7.6,23,10,1,0,0
CUST0427,North,Standard,One-year,Credit Card,39,670.74,16,2,3,71.28,4.4,80,0,1,1,0
CUST0428,Central,Basic,Two-year,Wallet,24,347.36,19,2,0,35.15,5.9,15,20,0,1,0
CUST0429,North,Premium,Two-year,UPI,20,976.51,27,1,4,134.23,10,24,5,1,0,0
CUST0430,North,Basic,One-year,Wallet,27,498.03,19,1,2,38.27,8.5,32,10,1,2,0
CUST0431,South,Standard,One-year,Debit Card,35,734.56,16,0,1,100.39,5.6,21,5,1,0,0
CUST0432,North,Standard,Month-to-month,Wallet,32,554.25,25,3,0,60.52,6.4,75,0,1,0,0
CUST0433,South,Basic,Month-to-month,Credit Card,28,445.35,22,1,7,109.7,8.9,0,0,1,1,0
CUST0434,South,Premium,Month-to-month,Debit Card,13,1109.41,24,6,3,103.01,4.4,0,10,1,0,0
CUST0435,Central,Premium,One-year,UPI,62,1173.15,19,4,2,122.18,5.0,61,20,1,0,0
CUST0436,North,Premium,Two-year,Net Banking,19,1261.7,19,3,1,113.59,6.3,0,10,1,2,0
CUST0437,North,Basic,Month-to-month,Net Banking,40,409.07,7,1,0,27.57,7.3,387,5,0,0,0
CUST0438,East,Basic,One-year,Net Banking,13,375.16,20,4,0,28.28,6.7,0,15,1,0,0
CUST0439,South,Premium,One-year,Wallet,39,980.55,19,1,5,74.97,7.9,38,0,0,1,0
CUST0440,East,Basic,Month-to-month,UPI,7,355.67,12,1,0,37.68,6.9,26,0,1,2,0
CUST0441,Central,Premium,Month-to-month,Credit Card,9,950.56,20,1,10,166.05,7.8,31,0,0,2,0
CUST0442,North,Enterprise,Month-to-month,Debit Card,32,1585.41,25,2,2,183.17,6.7,43,0,1,0,0
CUST0443,West,Standard,One-year,Debit Card,18,589.99,15,4,1,84.04,3.9,112,20,0,1,0
CUST0444,Central,Basic,One-year,UPI,23,360.1,10,3,3,35.07,7.3,16,15,0,0,0
CUST0445,West,Basic,Month-to-month,Debit Card,31,366.71,12,1,11,61.11,5.3,34,20,1,0,0
CUST0446,South,Standard,Month-to-month,Credit Card,20,497.16,15,1,0,35.65,5.5,0,15,0,0,0
CUST0447,Central,Standard,Month-to-month,UPI,29,729.16,20,1,1,78.5,6.9,127,5,1,1,0
CUST0448,North,Basic,Month-to-month,UPI,27,331.64,15,3,0,32.94,4.9,147,0,1,0,0
CUST0449,East,Premium,One-year,Credit Card,41,1000.34,25,2,3,115.43,6.5,4,0,0,1,0
CUST0450,East,Standard,Month-to-month,Debit Card,20,836.29,22,4,12,26.73,3.9,0,0,0,1,0
CUST0451,North,Standard,One-year,Credit Card,18,873.69,15,2,5,83.62,7.4,0,10,0,0,0
CUST0452,South,Basic,Month-to-month,Credit Card,34,401.96,13,2,0,66.04,6.4,135,0,1,1,0
CUST0453,Central,Standard,One-year,Wallet,19,755.37,21,1,3,95.66,6.5,85,5,1,0,0
CUST0454,South,Enterprise,Month-to-month,Net Banking,23,1415.68,21,6,2,207.25,3.8,30,0,1,0,0
CUST0455,North,Basic,Month-to-month,Net Banking,54,478.96,13,1,4,63.24,6.4,52,0,1,0,0
CUST0456,West,Premium,Month-to-month,Net Banking,20,1183.23,26,4,6,129.1,6.8,112,0,0,1,0
CUST0457,North,Basic,Month-to-month,Credit Card,41,432.11,13,1,0,47.32,5.8,48,15,1,0,0
CUST0458,West,Basic,Month-to-month,Wallet,9,399.75,20,3,2,95.9,8.2,5,0,0,0,0
CUST0459,South,Standard,One-year,Wallet,14,731.1,24,0,1,87.99,6.1,3,20,1,0,0
CUST0460,West,Basic,Month-to-month,Debit Card,30,383.42,18,1,2,50.51,7.6,41,15,1,1,0
CUST0461,South,Standard,Month-to-month,Debit Card,40,706.81,15,1,11,79.19,6.4,56,0,0,0,0
CUST0462,West,Premium,One-year,UPI,54,1086.14,28,1,0,157.79,6.9,144,15,0,2,0
CUST0463,South,Basic,Month-to-month,Credit Card,64,350.74,14,2,1,58.57,9.0,19,5,1,3,0
CUST0464,Central,Premium,One-year,Credit Card,21,1247.79,20,3,2,89.51,6.6,0,10,0,0,0
CUST0465,East,Premium,Month-to-month,Wallet,33,1193.5,21,3,2,148.64,4.8,77,20,1,1,0
CUST0466,Central,Basic,One-year,Wallet,20,423.35,10,2,2,46.2,8.3,23,0,1,0,0
CUST0467,Central,Enterprise,Two-year,Net Banking,23,1342.93,27,5,1,260.07,5.9,0,5,0,0,0
CUST0468,Central,Basic,One-year,UPI,23,370.09,27,5,3,31.2,7.2,0,10,0,3,0
CUST0469,East,Basic,Month-to-month,Credit Card,19,429.74,13,1,4,88.05,6.6,19,0,0,0,0
CUST0470,East,Premium,One-year,Wallet,24,1142.97,26,1,5,125.24,9.5,0,0,0,0,0
CUST0471,East,Standard,Month-to-month,Debit Card,9,742.83,10,3,0,89.17,4.4,195,0,1,0,0
CUST0472,East,Standard,One-year,Net Banking,3,681.44,18,2,9,53.94,5.9,75,0,1,0,0
CUST0473,South,Premium,One-year,Debit Card,23,1167.14,18,1,4,125.35,8.2,10,20,1,2,0
CUST0474,South,Basic,One-year,Credit Card,33,358.97,8,3,1,54.1,6.7,143,20,0,0,0
CUST0475,North,Standard,Two-year,Wallet,21,861.92,17,3,0,37.54,10,0,0,1,3,0
CUST0476,North,Enterprise,Month-to-month,Wallet,28,1840.77,27,3,0,213.42,7.4,40,10,0,0,0
CUST0477,North,Basic,Two-year,Credit Card,12,411.45,3,1,2,62.1,9.2,16,20,1,0,0
CUST0478,South,Basic,Month-to-month,Credit Card,58,353.69,16,0,0,79.05,6.3,3,20,0,1,0
CUST0479,West,Basic,Month-to-month,Net Banking,6,341.41,17,2,6,15.09,10,9,20,0,0,0
CUST0480,Central,Standard,Two-year,Debit Card,26,659.56,14,2,0,119.31,8.3,50,10,0,1,0
CUST0481,South,Premium,One-year,Credit Card,16,1019.9,20,1,0,135.44,6.7,2,10,0,1,0
CUST0482,North,Basic,Month-to-month,UPI,30,483.63,11,2,3,53.03,4.5,4,5,0,0,0
CUST0483,East,Premium,Month-to-month,UPI,18,914.49,13,3,6,67.55,6.5,22,15,1,1,0
CUST0484,Central,Premium,Month-to-month,Credit Card,40,1074.77,15,3,13,161.44,6.4,0,10,0,0,0
CUST0485,Central,Basic,Month-to-month,Wallet,5,379.92,18,3,0,61.1,6.7,14,5,1,0,0
CUST0486,West,Basic,Month-to-month,Wallet,25,411.15,11,2,6,41.05,5.7,28,0,0,1,1
CUST0487,West,Basic,One-year,Wallet,7,498.97,19,1,0,45.03,5.3,95,0,0,2,0
CUST0488,North,Standard,Two-year,Net Banking,8,710.27,15,2,6,97.58,5.9,56,5,1,1,0
CUST0489,West,Premium,Month-to-month,Wallet,63,922.27,19,1,6,151.28,9.0,1,0,0,4,0
CUST0490,West,Basic,Month-to-month,Net Banking,4,413.03,9,5,0,94.78,5.8,4,5,0,1,0
CUST0491,North,Basic,One-year,UPI,34,351.2,18,2,4,56.7,5.2,12,20,0,0,0
CUST0492,North,Enterprise,One-year,Wallet,16,1406.36,19,4,7,180.56,6.2,44,10,1,1,0
CUST0493,Central,Standard,Two-year,Net Banking,38,692.67,27,1,16,72.06,7.4,16,0,1,1,0
CUST0494,Central,Premium,One-year,Wallet,17,883.52,18,1,2,114.6,5.9,44,15,1,0,0
CUST0495,South,Standard,Month-to-month,Net Banking,34,779.03,25,2,3,80.05,9.4,14,0,1,1,0
CUST0496,South,Basic,Month-to-month,Net Banking,28,415.34,23,3,5,103.03,7.4,21,20,0,0,0
CUST0497,North,Basic,One-year,UPI,36,440.52,13,0,8,59.41,5.2,151,10,1,1,0
CUST0498,Central,Premium,Month-to-month,UPI,45,922.73,27,0,0,168.72,8.8,42,15,1,1,0
CUST0499,Central,Standard,Month-to-month,Wallet,15,721.17,18,2,5,75.93,5.6,139,0,1,1,0
CUST0500,East,Basic,Month-to-month,Wallet,26,370.85,17,1,5,36.38,4.6,45,10,0,0,0
CUST0501,East,Standard,Month-to-month,Credit Card,40,739.31,14,0,2,100.56,6.4,16,10,0,2,0
CUST0502,South,Standard,Month-to-month,Debit Card,25,778.71,25,2,0,80.81,9.9,57,0,1,1,0
CUST0503,East,Premium,Month-to-month,Debit Card,16,725.47,26,0,8,76.52,7.8,141,5,1,0,0
CUST0504,South,Standard,Two-year,Credit Card,67,857.72,14,1,11,67.78,5.9,11,5,1,0,0
CUST0505,Central,Premium,Month-to-month,Net Banking,18,1194.56,23,1,1,92.94,7.1,34,20,0,0,0
CUST0506,Central,Premium,Month-to-month,Net Banking,37,1307.3,17,4,0,120.46,4.2,0,5,1,1,0
CUST0507,West,Basic,Month-to-month,Wallet,12,445.16,14,2,2,55.42,8.4,88,0,1,1,0
CUST0508,North,Standard,Month-to-month,Credit Card,33,471.47,18,1,0,43.11,8.9,193,0,0,0,0
CUST0509,West,Standard,Month-to-month,Debit Card,8,891.25,28,3,0,133.99,4.4,105,15,0,0,0
CUST0510,Central,Standard,Month-to-month,Net Banking,31,624.05,10,0,2,73.36,9.3,37,10,0,3,0
CUST0511,East,Standard,Month-to-month,Credit Card,38,768.56,15,0,19,87.28,6.5,27,20,1,0,0
CUST0512,South,Basic,Month-to-month,Wallet,38,436.9,10,0,0,89.18,6.0,68,0,1,0,0
CUST0513,North,Basic,Month-to-month,UPI,17,370.04,18,3,1,45.68,5.0,33,10,1,0,0
